"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Number Missing","Total Dead and Missing","Number of survivors","Number of Female","Number of Male","Number of Children","Cause of death","Location Description","Information Source","Location","Information Reliability","Migrant Route","URL","UNSD Geographical Grouping"
"43972","Mediterranean","November 11, 2017","2017","Nov","1","","1","","","1","1","Presumed drowning","Palios Madamou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343995090707, 26.383975862793","Partially verified","Eastern Mediterranean","http://www.hcg.gr/node/16479","Uncategorized"
"43975","US-Mexico Border","November 11, 2017","2017","Nov","1","","1","","","1","","Drowning","Río Bravo, Díaz Ordaz, Tamaulipas, Mexico","El Mañana","26.234772644307, -98.580264224268","Partially verified","","http://bit.ly/2iX18UM, http://bit.ly/2zKRexc","Central America"
"43986","Mediterranean","November 11, 2017","2017","Nov","1","","1","","1","","","Drowning","Off the coast of Mantamado, northeastern coast of Lesvos, Greece","IOM Turkey, Turkish Coast Guard Command","39.328328251178, 26.428951143555","Verified","Eastern Mediterranean","","Uncategorized"
"43987","Middle East","November 10, 2017","2017","Nov","2","","2","","1","1","","Shot","Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey","Syrian Observatory for Human Rights","36.540551558948, 36.584856822656","Partially verified","","http://www.syriahr.com/en/?p=78189","Western Asia"
"43968","US-Mexico Border","November 09, 2017","2017","Nov","1","","1","","","1","","Drowning","Río Bravo, Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","Debate","26.143301175123, -98.330944598395","Partially verified","","http://bit.ly/2zw7zYD","Central America"
"43969","Mediterranean","November 09, 2017","2017","Nov","2","","2","","","2","","Presumed drowning","Beach in Tangiers, Morocco","Caminando Fronteras","35.777154148825, -5.789837326123","Partially verified","Western Mediterranean","http://bit.ly/2m9h8rt","Uncategorized"
"43971","Mediterranean","November 09, 2017","2017","Nov","1","","1","","","1","1","Presumed drowning","Sarakina Mamadou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.350632522991, 26.376079439453","Verified","Eastern Mediterranean","http://www.hcg.gr/node/16475","Uncategorized"
"44056","US-Mexico Border","November 09, 2017","2017","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.190352400000, -112.914147600000","Verified","","http://www.humaneborders.info/app/mapa.asp","Northern America"
"43962","Mediterranean","November 07, 2017","2017","Nov","1","","1","10","","","","Unknown (found on dinghy)","Unspecified location off the coast of Tangiers, Morocco","Alarm Phone","35.875277696775, -5.696625198438","Partially verified","Western Mediterranean","http://bit.ly/2AigFFF","Uncategorized"
"43964","Mediterranean","November 06, 2017","2017","Nov","5","29","34","106","","","1","Presumed drowning","30 nautical miles north of Tripoli, Libya","IOM Italy, IOM Libya, Sea-Watch","34.341859153473, 13.828545331250","Partially verified","Central Mediterranean","http://bit.ly/2zBoHgB, http://reut.rs/2zB3iEf, http://bit.ly/2zpGEgX","Uncategorized"
"43970","Mediterranean","November 06, 2017","2017","Nov","1","","1","","1","","1","Presumed drowning","Aspropotamos, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343198556470, 26.375392793945","Verified","Eastern Mediterranean","http://www.hcg.gr/node/16439","Uncategorized"
"43967","US-Mexico Border","November 05, 2017","2017","Nov","1","","1","","","1","","Drowning","Río Bravo, near Puente III del Comercio Mundial, Nuevo Laredo, Tamaulipas, Mexico","El Mañana","27.597622627217, -99.537279477216","Partially verified","","http://bit.ly/2AlX5YW","Central America"
"43924","Mediterranean","November 04, 2017","2017","Nov","1","","1","","1","","","Fuel burns","Mohamed V Hospital, Tangiers, Morocco","Caminando Fronteras","35.778176000000, -5.827966600000","Verified","Western Mediterranean","http://bit.ly/2zilYWb, http://bit.ly/2yIuEZ6","Uncategorized"
"43921","Mediterranean","November 03, 2017","2017","Nov","3","7","10","15","1","","","Drowning","Off Kalymnos Island, Greece","IOM Turkey, Reuters","37.031187012469, 27.126068793164","Partially verified","Eastern Mediterranean","http://reut.rs/2h0CFxe","Uncategorized"
"43922","Mediterranean","November 03, 2017","2017","Nov","23","53","76","64","23","","","Drowning","Unspecified location between Libya and Italy","IOM Italy, EUNAVFORMED","34.000148459845, 13.053526312500","Verified","Central Mediterranean","https://goo.gl/vcLquk, http://bit.ly/2y65sHj","Uncategorized"
"43923","Mediterranean","November 03, 2017","2017","Nov","3","11","14","","3","","","Unknown","Unspecified location between Libya and Italy","IOM Italy","34.078380455797, 13.081475018750","Verified","Central Mediterranean","http://bit.ly/2y65sHj","Uncategorized"
"44055","US-Mexico Border","November 03, 2017","2017","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.117359800000, -113.190520300000","Verified","","http://www.humaneborders.info/app/mapa.asp","Northern America"
"43963","Sub-Saharan Africa","November 02, 2017","2017","Nov","3","3","6","12","","","","Presumed drowning","North-west off Mtsamboro Island - en route to Mayotte (France)","Le Parisien","-12.626542185194, 45.063276784375","Partially verified","","http://bit.ly/2iCAIaK","Eastern Africa"
"43912","Mediterranean","November 01, 2017","2017","Nov","8","","8","142","","","","Unknown","Unspecified location off the coast of Libya","IOM Italy","33.690138498642, 12.661743164062","Verified","Central Mediterranean","http://bit.ly/2z7vknw","Uncategorized"
"43916","Europe","November 01, 2017","2017","Nov","1","","1","","","1","","Hit by train","Train tracks near Oltrisarco, Bolzano, South Tyrol, Italy","ANSA","46.484368743783, 11.341695839148","Partially verified","","http://bit.ly/2il8KA1","Southern Europe"
"43920","US-Mexico Border","November 01, 2017","2017","Nov","1","","1","","","","","Unknown (skeletal remains)","Ranch near Falfurrias, Brooks County, Texas ","U.S. Border Patrol","27.152473267425, -98.213522596289","Verified","","http://bit.ly/2Angycv","Northern America"
"43914","Southeast Asia","October 31, 2017","2017","Oct","4","","4","36","2","2","3","Drowning","Bay of Bengal, near Baillakhali Sea Point, Jaliapalong Union, Ukhiya Upazila, Bangladesh ","IOM Bangladesh","21.239646011184, 92.028997869531","Verified","","http://bit.ly/2h2Ol6c","South-eastern Asia"
"43917","North Africa","October 31, 2017","2017","Oct","1","","1","","","1","","Presumed drowning","900m off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain","La Provincia","28.045125339503, -14.351981153442","Partially verified","Western African","http://bit.ly/2zdUO4Q","Western Africa"
"43911","Mediterranean","October 30, 2017","2017","Oct","2","","2","12","","2","","Presumed drowning","Off the coast of Mostaganem, Algeria","Agenzia Nova","36.076415421565, 0.045381019922","Partially verified","Western Mediterranean","http://bit.ly/2ijciCX","Uncategorized"
"43913","Southeast Asia","October 30, 2017","2017","Oct","2","1","3","","","","1","Drowning","Off the coast of Sabrang Union, Teknaf, Bangladesh","IOM Bangladesh","20.827424385757, 92.277615941064","Verified","","","South-eastern Asia"
"43915","Europe","October 30, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","A23 motorway Palmanova-Tarvisio, near Pagnacco, Udine, Italy","ANSA","46.125889800191, 13.202502908057","Partially verified","","http://bit.ly/2z53pqK, http://bit.ly/2zR73RY","Southern Europe"
"43954","US-Mexico Border","October 30, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.179197800000, -112.947334100000","Verified","","http://www.humaneborders.info/","Northern America"
"43910","Mediterranean","October 29, 2017","2017","Oct","2","3","5","48","","","","Presumed drowning","Off the coast of Tangiers, Morocco","Caminando Fronteras","35.839661046921, -5.787262405469","Partially verified","Western Mediterranean","http://bit.ly/2iMyQzH, http://bit.ly/2xyQfyp, http://bit.ly/2inlupO","Uncategorized"
"43899","Mediterranean","October 26, 2017","2017","Oct","1","","1","","","1","","Unknown","Body found under truck in ferry in Port of Melilla, Spain","Público","35.291156590870, -2.927625956006","Partially verified","Western Mediterranean","http://bit.ly/2zRCBbm, http://bit.ly/2lpGctQ","Uncategorized"
"43903","Middle East","October 25, 2017","2017","Oct","1","","1","","","1","","Violence","Syrian/Turkish border, Ras al-Ayn, Hasaka governorate, Syria","Syrian Observatory for Human Rights","36.858546875103, 40.080746636523","Partially verified","","http://www.syriahr.com/en/?p=77073","Western Asia"
"43919","US-Mexico Border","October 24, 2017","2017","Oct","1","","1","","","","","Unknown (skeletal remains)","Ranch near Sarita, Kenedy County, Texas, USA","KZTV Action 10 News","27.218799736744, -97.794112418555","Partially verified","","http://bit.ly/2z9uA3X","Northern America"
"43904","US-Mexico Border","October 23, 2017","2017","Oct","5","","5","","","","","Unknown","Brooks County, Texas, USA","Breitbart News","27.027305700000, -98.221297900000","Partially verified","","http://bit.ly/2ldKgNL","Northern America"
"43905","US-Mexico Border","October 23, 2017","2017","Oct","14","","14","","","","","Unknown","Webb County, Texas, USA","Breitbart News","27.817448700000, -99.012892600000","Partially verified","","http://bit.ly/2ldKgNL","Northern America"
"43906","US-Mexico Border","October 23, 2017","2017","Oct","3","","3","","","","","Unknown","Dimmit County, Texas, USA","Breitbart News","28.411651400000, -99.812493500000","Partially verified","","http://bit.ly/2ldKgNL","Northern America"
"43907","US-Mexico Border","October 23, 2017","2017","Oct","8","","8","","","","","Unknown","Starr County, Texas, USA","Breitbart News","26.621516700000, -98.748116700000","Partially verified","","http://bit.ly/2ldKgNL","Northern America"
"43908","US-Mexico Border","October 23, 2017","2017","Oct","1","","1","","","","","Unknown","Val Verde, Jim Hogg, Maverick or Kenedy County, Texas","Breitbart News","26.995506000000, -98.748116700000","Partially verified","","http://bit.ly/2ldKgNL","Northern America"
"43893","Mediterranean","October 22, 2017","2017","Oct","8","","8","","","","","Presumed drowning","Bodies retrieved in Al Khums, Libya","IOM Libya","32.679837405805, 14.299608421484","Verified","Central Mediterranean","","Uncategorized"
"43894","Mediterranean","October 22, 2017","2017","Oct","1","","1","17","","1","","Drowning","Off the coast of Melilla, Spain, near Beni Ensar","El Mundo, Cuatro","35.282888789154, -2.913308348535","Verified","Central Mediterranean","http://bit.ly/2yGH6GS, http://bit.ly/2xgGUeF","Uncategorized"
"43901","Caribbean","October 22, 2017","2017","Oct","1","","1","","","1","","Unknown","Beach near Barrio Ensenada, Rincón, Puerto Rico","Telemundo PR","18.340314341796, -67.258700630225","Partially verified","","http://bit.ly/2yJ7tdK, http://bit.ly/2z3RWIE","Caribbean"
"43902","Central America","October 22, 2017","2017","Oct","1","","1","","","1","","Hit by train","Unspecified location in Mexico","ONCE Noticias","26.185058635351, -102.684619937500","Partially verified","","http://bit.ly/2z4kj9t","Central America"
"43909","North Africa","October 21, 2017","2017","Oct","6","","6","13","","","","Vehicle Accident","Motorway between Asilah and Tanger, near Akouas Briech, Morocco","Le360","35.514650438339, -5.988293378516","Partially verified","","http://bit.ly/2xzHO5U, http://bit.ly/2yWcFO2","Northern Africa"
"43896","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Drowning","Río Bravo, near Kickapoo Casino, Eagle Pass, Maverick County, Texas","Zócalo","28.608024008241, -100.444028174620","Partially verified","","http://bit.ly/2xYUPdm","Northern America"
"43955","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.836883100000, -111.322463400000","Verified","","http://www.humaneborders.info/","Northern America"
"43957","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.967683100000, -113.013308300000","Verified","","http://www.humaneborders.info/","Northern America"
"43891","Mediterranean","October 19, 2017","2017","Oct","1","","1","","","1","","Presumed drowning","Body retrieved in Al Maya, west of Tripoli, Libya","IOM Libya","32.826545914138, 12.898626708984","Verified","Central Mediterranean","","Uncategorized"
"43959","US-Mexico Border","October 19, 2017","2017","Oct","1","","1","","","1","","Hyperthermia","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.482611200000, -111.445179800000","Verified","","http://www.humaneborders.info/","Northern America"
"43871","Central America","October 18, 2017","2017","Oct","1","","1","","","1","","Fell from train","Train tracks between Calle Cristobal Colón and 20 de Noviembre, Coatzacoalcos, Veracruz, Mexico","Presencia","18.126359983090, -94.470228552818","Partially verified","","http://bit.ly/2kZzvyB","Central America"
"43866","Southeast Asia","October 16, 2017","2017","Oct","11","30","41","24","5","1","6","Drowning","Naf River, near Shah Porir Dwip, Bangladesh","IOM Bangladesh","20.762367521413, 92.350844010742","Partially verified","","http://bit.ly/2kS9ocH, http://bit.ly/2ztSLr8, https://twitter.com/IOMBangladesh/status/919911895926063105","South-eastern Asia"
"43870","Mediterranean","October 16, 2017","2017","Oct","1","","1","","","","","Presumed drowning","Off the coast of Tunisia","IOM Tunisia","34.594243427134, 10.653553136719","Verified","Central Mediterranean","","Uncategorized"
"43982","Europe","October 16, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","N-II motorway, near La Jonquera, Girona, Spain, at the border with France","Diari de Girona","42.418132400000, 2.873921900000","Partially verified","","http://bit.ly/2zSM4lu, http://bit.ly/2iy4yh5","Southern Europe"
"43864","Mediterranean","October 15, 2017","2017","Oct","1","","1","23","","","","Presumed drowning","Off the coast of Sidi Hmed beach, Sfax, Tunisia","IOM Tunisia","34.277715802156, 12.123413085938","Verified","Central Mediterranean","","Uncategorized"
"43865","Caribbean","October 15, 2017","2017","Oct","","37","37","13","","","","Presumed drowning","Near La Tortue Island, Haiti","IOM Haiti, Haitian Directorate for Civil Protection, Ministry of Interior","20.183817495247, -72.641399188282","Verified","","http://bit.ly/2kXAX4n, http://bit.ly/2zvI87f, http://bit.ly/2yknQ2D, http://bit.ly/2xIpdE1","Caribbean"
"43869","Middle East","October 15, 2017","2017","Oct","2","","2","","","2","","Shot","Syrian/Turkish border, Al-Dorriyeh, near Darkoush, Jisr al-Shughur district, Idlib province","Syrian Observatory for Human Rights","36.003232158569, 36.369436184473","Partially verified","","http://www.syriahr.com/en/?p=76290","Western Asia"
